Mã hàng,Mô tả hàng hoá - Tiếng Việt,"Chính sách mặt hàng
theo mã HS"
87089411,- - - - Dùng cho xe thuộc nhóm 87.01,
87089419,#NAME?,
,- - - Loại khác:,
87089494,- - - - Dùng cho xe thuộc nhóm 87.01,
87089495,- - - - Dùng cho xe thuộc nhóm 87.03,
87089499,#NAME?,
870895,- - Túi khí an toàn lắp với hệ thống bơm phồng; bộ phận của nó:,
87089510,#NAME?,
87089590,#NAME?,
870899,- - Loại khác:,
,- - - Dùng cho xe thuộc nhóm 87.01:,
87089911,- - - - Thùng nhiên liệu chưa lắp ráp; khung giá đỡ động cơ,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089919,#NAME?,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
,"- - - Dùng cho xe thuộc nhóm 87.02, 87.03 hoặc 87.04:",
,- - - - Thùng nhiên liệu và bộ phận của chúng:,
87089921,#NAME?,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089924,- - - - - Nửa dưới của thùng nhiên liệu; nắp đậy thùng nhiên liệu; ống dẫn của thùng nhiên liệu (filler pipes); ống dẫn hướng có đầu nối với bình nhiên liệu (filler hose); đai giữ bình nhiên liệu (SEN),Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089925,#NAME?,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089930,#NAME?,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089940,#NAME?,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089950,#NAME?,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
,- - - - Khung xe hoặc các bộ phận của chúng:,
87089961,- - - - - Dùng cho xe thuộc nhóm 87.02,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089962,- - - - - Dùng cho xe thuộc nhóm 87.03,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089963,- - - - - Dùng cho xe thuộc nhóm 87.04,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089970,#NAME?,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089980,#NAME?,
,- - - Loại khác:,
87089991,- - - - Thùng nhiên liệu chưa lắp ráp; khung giá đỡ động cơ,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089999,#NAME?,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
8709,"Xe vận chuyển, loại tự hành, không lắp kèm thiết bị nâng hạ hoặc cặp giữ, thuộc loại dùng trong nhà máy, kho hàng, bến cảng hoặc sân bay để vận chuyển hàng hóa trong phạm vi hẹp; xe kéo loại sử dụng trong sân ga, ke ga đường sắt (*); bộ phận của các loại xe kể trên",
,- Xe:,
87091100,#NAME?,Ô tô chở người trong sân bay Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87091900,#NAME?,Ô tô chở người trong sân bay Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87099000,#NAME?,Ô tô chở người trong sân bay Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87100000,"Xe tăng và các loại xe chiến đấu bọc thép khác, loại cơ giới, có hoặc không lắp kèm vũ khí, và bộ phận của các loại xe này","Cấm XK, NK thuộc QLCN của BQP (173/2018/TT-BQP)"
8711,"Mô tô (kể cả xe gắn máy có bàn đạp (moped)) và xe đạp có gắn động cơ phụ trợ, có hoặc không có thùng xe bên cạnh; thùng xe có bánh (side-cars)",
871110,- Loại sử dụng động cơ đốt trong kiểu piston dung tích xi lanh không quá 50 cc:,
,- - Dạng CKD (SEN):,
87111012,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87111014,"- - - Xe ""powered kick scooter""; xe “pocket motorcycle” (SEN)",Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87111015,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87111019,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
,- - Loại khác:,
87111092,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87111094,"- - - Xe ""powered kick scooter""; xe “pocket motorcycle” (SEN)",Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87111095,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87111099,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
871120,- Loại sử dụng động cơ đốt trong kiểu piston dung tích xi lanh trên 50 cc nhưng không quá 250 cc:,
,- - Dạng CKD (SEN):,
87112011,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112012,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112013,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
,"- - - Xe mô tô khác (có hoặc không có thùng xe bên cạnh), kể cả xe scooter:",
87112014,- - - - Dung tích xi lanh trên 150 cc nhưng không quá 200 cc ,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112015,- - - - Dung tích xi lanh trên 200 cc nhưng không quá 250 cc ,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112016,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112019,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
,- - Loại khác:,
87112091,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112092,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112093,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
,"- - - Xe mô tô khác (có hoặc không có thùng xe bên cạnh), kể cả xe scooter:",
87112094,- - - - Dung tích xi lanh trên 150 cc nhưng không quá 200 cc ,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112095,- - - - Dung tích xi lanh trên 200 cc nhưng không quá 250 cc ,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112096,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112099,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
871130,- Loại sử dụng động cơ đốt trong kiểu piston dung tích xi lanh trên 250 cc nhưng không quá 500 cc:,
,- - Xe mô tô địa hình (SEN): ,
87113011,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87113019,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87113030,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87113090,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
871140,- Loại sử dụng động cơ đốt trong kiểu piston dung tích xi lanh trên 500 cc nhưng không quá 800 cc:,
,- - Xe mô tô địa hình (SEN): ,
87114011,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87114019,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87114020,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87114090,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
871150,- Loại sử dụng động cơ đốt trong kiểu piston dung tích xi lanh trên 800 cc:,
87115020,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87115090,#NAME?,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
871160,- Loại dùng động cơ điện để tạo động lực:,
,- - Dạng CKD (SEN):,
87116011,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87116012,"- - - Xe ""kick scooter""; xe tự cân bằng ""self-balancing cycle""; xe ""pocket motorcycle” (SEN)",Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87116013,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87116019,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
,- - Loại khác:,
87116092,"- - - Xe ""kick scooter""; xe tự cân bằng ""self-balancing cycle""; xe ""pocket motorcycle” (SEN)",Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87116093,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87116094,"- - - Xe đạp, có động cơ điện phụ trợ không quá 250 W và tốc độ tối đa không quá 25 km/h",Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87116095,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87116099,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
871190,- Loại khác:,
87119040,- - Thùng xe có bánh (side-cars),Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87119060,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87119090,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
8712,"Xe đạp hai bánh và xe đạp khác (kể cả xe xích lô ba bánh chở hàng), không lắp động cơ",
87120010,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
87120020,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
87120030,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
87120090,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
8713,"Các loại xe dành cho người tàn tật, có hoặc không lắp động cơ hoặc cơ cấu đẩy cơ khí khác",
87131000,#NAME?,
87139000,#NAME?,Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
8714,Bộ phận và phụ kiện của xe thuộc các nhóm từ 87.11 đến 87.13,
871410,- Của mô tô (kể cả xe gắn máy có bàn đạp (moped)):,
87141010,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
87141020,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
87141030,#NAME?,"Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); Khung xe mô tô, xe gắn máy Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)"
87141040,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
87141050,#NAME?,"Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); Vành bánh xe mô tô, xe gắn máy làm bằng vật liệu thép Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2); Vành bánh hợp kim xe mô tô, xe gắn máy Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)"
87141060,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
87141070,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
87141090,#NAME?,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
871420,- Của xe dành cho người tàn tật:,
,- - Bánh xe đẩy (castor):,
87142011,"- - - Có đường kính (kể cả lốp) trên 75 mm nhưng không quá 100 mm, với điều kiện là chiều rộng của bánh xe hoặc lốp lắp vào không dưới 30 mm",Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2)
