hscode,mo_ta,chinhsach_mathang
87082996,- - - - - Phụ kiện trang trí nội thất (SEN); chắn bùn ,
87082997,- - - - - Thanh chống nắp ca pô,
87082998,- - - - - Loại khác,
87082999,- - - - Loại khác,
870830,- Phanh và trợ lực phanh; bộ phận của nó:,
87083010,- - Dùng cho xe thuộc nhóm 87.01,
#2177,- - Dùng cho xe thuộc nhóm 87.03:,
87083021,"- - - Phanh trống, phanh đĩa hoặc phanh hơi ",
87083029,- - - Loại khác,
87083030,"- - Phanh trống, phanh đĩa hoặc phanh hơi cho xe thuộc nhóm 87.02 hoặc 87.04",
87083090,- - Loại khác,
870840,- Hộp số và bộ phận của chúng:,
#2178,"- - Hộp số, chưa lắp hoàn chỉnh:",
87084011,- - - Dùng cho xe thuộc nhóm 87.03,
87084013,- - - Dùng cho xe thuộc nhóm 87.04 hoặc 87.05,
87084014,- - - Dùng cho xe thuộc nhóm 87.01,
87084019,- - - Loại khác,
#2179,"- - Hộp số, đã lắp ráp hoàn chỉnh:",
87084025,- - - Dùng cho xe thuộc nhóm 87.01,
87084026,- - - Dùng cho xe thuộc nhóm 87.03,
87084027,- - - Dùng cho xe thuộc nhóm 87.04 hoặc 87.05,
87084029,- - - Loại khác,
#2180,- - Bộ phận:,
87084091,- - - Dùng cho xe thuộc nhóm 87.01,
87084092,- - - Dùng cho xe thuộc nhóm 87.03,
87084099,- - - Loại khác,
870850,"- Cầu chủ động có vi sai, có hoặc không kèm theo chi tiết truyền lực khác, và các cầu bị động; các bộ phận của chúng:",
#2181,- - Chưa lắp ráp hoàn chỉnh:,
87085011,- - - Dùng cho xe thuộc nhóm 87.03,
87085013,- - - Dùng cho xe thuộc nhóm 87.04 hoặc 87.05,
87085015,- - - Dùng cho xe thuộc nhóm 87.01,
87085019,- - - Loại khác,
#2182,- - Đã lắp ráp hoàn chỉnh:,
87085025,- - - Dùng cho xe thuộc nhóm 87.01,
87085026,- - - Dùng cho xe thuộc nhóm 87.03,
87085027,- - - Dùng cho xe thuộc nhóm 87.04 hoặc 87.05,
87085029,- - - Loại khác,
#2183,- - Bộ phận:,
#2184,- - - Dùng cho xe thuộc nhóm 87.01:,
87085091,- - - - Bánh răng vành khăn và bánh răng quả dứa (SEN),
87085092,- - - - Loại khác,
#2185,- - - Dùng cho xe thuộc nhóm 87.03:,
87085094,- - - - Bánh răng vành khăn và bánh răng quả dứa (SEN),
87085095,- - - - Loại khác,
#2186,- - - Loại khác:,
87085096,- - - - Bánh răng vành khăn và bánh răng quả dứa (SEN),
87085099,- - - - Loại khác,
870870,- Cụm bánh xe và bộ phận và phụ kiện của chúng:,
#2187,- - Ốp đầu trục bánh xe:,
87087015,- - - Dùng cho xe thuộc nhóm 87.01,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87087016,- - - Dùng cho xe thuộc nhóm 87.03,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2188,- - - Dùng cho xe thuộc nhóm 87.02 hoặc 87.04:,
87087017,- - - - Dùng cho xe thuộc phân nhóm 8704.10,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87087018,- - - - Loại khác,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87087019,- - - Loại khác,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2189,- - Bánh xe đã được lắp lốp:,
87087021,- - - Dùng cho xe thuộc nhóm 87.01,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87087022,- - - Dùng cho xe thuộc nhóm 87.03,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87087023,- - - Dùng cho xe thuộc nhóm 87.02 hoặc 87.04 (trừ phân nhóm 8704.10),Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87087029,- - - Loại khác,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2190,- - Bánh xe chưa được lắp lốp:,
87087031,- - - Dùng cho xe thuộc nhóm 87.01,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87087032,- - - Dùng cho xe thuộc nhóm 87.03,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87087033,- - - Dùng cho xe tự đổ được thiết kế để sử dụng trên các loại đường không phải đường quốc lộ có khối lượng toàn bộ theo thiết kế (SEN) trên 45 tấn,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87087034,- - - Dùng cho xe thuộc nhóm 87.02 hoặc xe khác thuộc nhóm 87.04,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87087039,- - - Loại khác,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2191,- - Loại khác:,
87087095,- - - Dùng cho xe thuộc nhóm 87.01,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87087096,- - - Dùng cho thuộc nhóm 87.02 hoặc 87.04,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87087097,- - - Dùng cho xe thuộc nhóm 87.03,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87087099,- - - Loại khác,Vành hợp kim nhẹ dùng cho xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
870880,- Hệ thống giảm chấn và bộ phận của nó (kể cả giảm sóc): ,
#2192,- - Hệ thống giảm chấn: ,
87088015,- - - Dùng cho xe thuộc nhóm 87.01,
87088016,- - - Dùng cho xe thuộc nhóm 87.03,
87088017,- - - Dùng cho xe thuộc phân nhóm 8704.10 hoặc nhóm 87.05 ,
87088019,- - - Loại khác,
#2193,- - Bộ phận:,
87088091,- - - Dùng cho xe thuộc nhóm 87.01,
87088092,- - - Dùng cho xe thuộc nhóm 87.03,
87088099,- - - Loại khác,
#2194,- Các bộ phận và phụ kiện khác:,
870891,- - Két nước làm mát và bộ phận của chúng:,
#2195,- - - Két nước làm mát:,
87089115,- - - - Dùng cho xe thuộc nhóm 87.01,
87089116,- - - - Dùng cho xe thuộc nhóm 87.03,
#2196,- - - - Dùng cho xe thuộc nhóm 87.02 hoặc 87.04:,
87089117,- - - - - Dùng cho xe thuộc phân nhóm 8704.10,
87089118,- - - - - Loại khác,
87089119,- - - - Loại khác,
#2197,- - - Bộ phận:,
87089191,- - - - Dùng cho xe thuộc nhóm 87.01,
87089193,- - - - Nút xả(SEN) dùng cho xe thuộc nhóm 87.03 ,
87089194,- - - - Nút xả(SEN) dùng cho xe thuộc nhóm 87.02 hoặc 87.04 (trừ loại thuộc phân nhóm 8704.10),
87089195,"- - - - Loại khác, dùng cho xe thuộc nhóm 87.03",
87089199,- - - - Loại khác,
870892,- - Ống xả và bộ giảm thanh; bộ phận của chúng:,
87089210,- - - Dùng cho xe thuộc nhóm 87.01,
87089220,- - - Dùng cho xe thuộc nhóm 87.03,
#2198,- - - Dùng cho xe thuộc phân nhóm 8704.10: ,
87089251,- - - - Ống xả và bộ giảm thanh ,
87089252,- - - - Bộ phận (SEN),
#2199,- - - Dùng cho xe thuộc nhóm 87.02 hoặc xe khác thuộc nhóm 87.04: ,
87089261,- - - - Ống xả và bộ giảm thanh ,
87089262,- - - - Bộ phận (SEN),
87089290,- - - Loại khác,
870893,- - Bộ ly hợp và các bộ phận của nó:,
87089350,- - - Dùng cho xe thuộc nhóm 87.01,
87089360,- - - Dùng cho xe thuộc nhóm 87.03,
87089370,- - - Dùng cho xe thuộc nhóm 87.04 hoặc 87.05,
87089390,- - - Loại khác,
870894,"- - Vô lăng, trụ lái và cơ cấu lái; bộ phận của chúng:",
#2200,- - - Vô lăng lắp với túi khí hoàn chỉnh:,
87089411,- - - - Dùng cho xe thuộc nhóm 87.01,
87089419,- - - - Loại khác,
#2201,- - - Loại khác:,
87089494,- - - - Dùng cho xe thuộc nhóm 87.01,
87089495,- - - - Dùng cho xe thuộc nhóm 87.03,
87089499,- - - - Loại khác,
870895,- - Túi khí an toàn lắp với hệ thống bơm phồng; bộ phận của nó:,
87089510,- - - Túi khí an toàn lắp với hệ thống bơm phồng,
87089590,- - - Bộ phận,
870899,- - Loại khác:,
#2202,- - - Dùng cho xe thuộc nhóm 87.01:,
87089911,- - - - Thùng nhiên liệu chưa lắp ráp; khung giá đỡ động cơ,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089919,- - - - Loại khác,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2203,"- - - Dùng cho xe thuộc nhóm 87.02, 87.03 hoặc 87.04:",
#2204,- - - - Thùng nhiên liệu và bộ phận của chúng:,
87089921,- - - - - Thùng nhiên liệu,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089924,- - - - - Nửa dưới của thùng nhiên liệu; nắp đậy thùng nhiên liệu; ống dẫn của thùng nhiên liệu (filler pipes); ống dẫn hướng có đầu nối với bình nhiên liệu (filler hose); đai giữ bình nhiên liệu (SEN),Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089925,- - - - - Các bộ phận khác (SEN),Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089930,"- - - - Chân ga (bàn đạp ga), chân phanh (bàn đạp phanh) hoặc chân côn (bàn đạp côn)",Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089940,- - - - Giá đỡ hoặc khay đỡ bình ắc quy và khung của nó,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089950,- - - - Tấm hướng luồng khí tản nhiệt (SEN) ,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
#2205,- - - - Khung xe hoặc các bộ phận của chúng:,
87089961,- - - - - Dùng cho xe thuộc nhóm 87.02,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089962,- - - - - Dùng cho xe thuộc nhóm 87.03,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089963,- - - - - Dùng cho xe thuộc nhóm 87.04,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089970,- - - - Khung giá đỡ động cơ,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089980,- - - - Loại khác,
#2206,- - - Loại khác:,
87089991,- - - - Thùng nhiên liệu chưa lắp ráp; khung giá đỡ động cơ,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87089999,- - - - Loại khác,Thùng nhiên liệu xe ô tô Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
8709,"Xe vận chuyển, loại tự hành, không lắp kèm thiết bị nâng hạ hoặc cặp giữ, thuộc loại dùng trong nhà máy, kho hàng, bến cảng hoặc sân bay để vận chuyển hàng hóa trong phạm vi hẹp; xe kéo loại sử dụng trong sân ga, ke ga đường sắt (*); bộ phận của các loại xe kể trên",
#2207,- Xe:,
87091100,- - Loại chạy điện,Ô tô chở người trong sân bay Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87091900,- - Loại khác,Ô tô chở người trong sân bay Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87099000,- Các bộ phận,Ô tô chở người trong sân bay Phải chứng nhận công bố hợp quy (12/2022/TT-BGTVT PL2)
87100000,"Xe tăng và các loại xe chiến đấu bọc thép khác, loại cơ giới, có hoặc không lắp kèm vũ khí, và bộ phận của các loại xe này","Cấm XK, NK thuộc QLCN của BQP (173/2018/TT-BQP)"
8711,"Mô tô (kể cả xe gắn máy có bàn đạp (moped)) và xe đạp có gắn động cơ phụ trợ, có hoặc không có thùng xe bên cạnh; thùng xe có bánh (side-cars)",
871110,- Loại sử dụng động cơ đốt trong kiểu piston dung tích xi lanh không quá 50 cc:,
#2208,- - Dạng CKD (SEN):,
87111012,- - - Xe gắn máy có bàn đạp (moped) hoặc xe đạp có động cơ,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87111014,"- - - Xe ""powered kick scooter""; xe “pocket motorcycle” (SEN)",Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87111015,- - - Xe mô tô và xe scooter khác,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87111019,- - - Loại khác,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
#2209,- - Loại khác:,
87111092,- - - Xe gắn máy có bàn đạp (moped) hoặc xe đạp có động cơ,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87111094,"- - - Xe ""powered kick scooter""; xe “pocket motorcycle” (SEN)",Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87111095,- - - Xe mô tô và xe scooter khác,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87111099,- - - Loại khác,Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
871120,- Loại sử dụng động cơ đốt trong kiểu piston dung tích xi lanh trên 50 cc nhưng không quá 250 cc:,
#2210,- - Dạng CKD (SEN):,
87112011,- - - Xe mô tô địa hình (SEN),HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112012,- - - Xe gắn máy có bàn đạp (moped) hoặc xe đạp có động cơ,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112013,- - - Xe “pocket motorcycle” (SEN),HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
#2211,"- - - Xe mô tô khác (có hoặc không có thùng xe bên cạnh), kể cả xe scooter:",
87112014,- - - - Dung tích xi lanh trên 150 cc nhưng không quá 200 cc ,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112015,- - - - Dung tích xi lanh trên 200 cc nhưng không quá 250 cc ,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112016,- - - - Loại khác,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112019,- - - Loại khác,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
#2212,- - Loại khác:,
87112091,- - - Xe mô tô địa hình (SEN),HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112092,- - - Xe gắn máy có bàn đạp (moped) hoặc xe đạp có động cơ,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
87112093,- - - Xe “pocket motorcycle” (SEN),HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
#2213,"- - - Xe mô tô khác (có hoặc không có thùng xe bên cạnh), kể cả xe scooter:",
87112094,- - - - Dung tích xi lanh trên 150 cc nhưng không quá 200 cc ,HH NK phải làm thủ tục HQ tại CK nhập (23/2019/QĐ-TTg); Phương tiện QSD cấp NK (08/2023/TT-BCT - PL1.II); HH tạm ngừng KD TNTX CK (08/2023/TT-BCT - PL2); HHNK phải chứng nhận trước khi thông quan (12/2022/TT-BGTVT PL1)
