hscode,mota
85238059,- - - Loại khác
#3813,- - Loại khác:
85238091,- - - Loại sử dụng để tái tạo các hiện tượng trừ âm thanh hoặc hình ảnh
85238092,"- - - Loại khác, loại sử dụng để tái tạo các tập lệnh, dữ liệu, âm thanh và hình ảnh, được ghi ở dạng mã nhị phân để máy có thể đọc được, và có thể thao tác hoặc có thể tương tác với người sử dụng, thông qua một máy xử lý dữ liệu tự động; phương tiện lưu trữ được định dạng riêng (đã ghi)"
85238099,- - - Loại khác
8524,"Mô-đun màn hình dẹt, có hoặc không tích hợp màn hình cảm ứng"
#3814,- Không có trình điều khiển (driver) hoặc mạch điều khiển:
85241100,- - Bằng tinh thể lỏng
85241200,- - Bằng đi-ốt phát quang hữu cơ (OLED)
85241900,- - Loại khác
#3815,- Loại khác:
85249100,- - Bằng tinh thể lỏng
85249200,- - Bằng đi-ốt phát quang hữu cơ (OLED)
85249900,- - Loại khác
8525,"Thiết bị phát dùng cho phát thanh sóng vô tuyến hoặc truyền hình, có hoặc không gắn với thiết bị thu hoặc ghi hoặc tái tạo âm thanh; camera truyền hình, camera kỹ thuật số và camera ghi hình ảnh"
85255000,- Thiết bị phát
85256000,- Thiết bị phát có gắn với thiết bị thu
#3816,"- Camera truyền hình, camera kỹ thuật số và camera ghi hình ảnh:"
852581,- - Loại tốc độ cao nêu tại Chú giải Phân nhóm 1 của Chương này: 
85258110,- - - Camera ghi hình ảnh
85258120,- - - Camera truyền hình
85258190,- - - Loại khác
852582,"- - Loại khác, được làm cứng bức xạ hoặc chịu bức xạ nêu tại Chú giải Phân nhóm 2 của Chương này: "
85258210,- - - Camera ghi hình ảnh
85258220,- - - Camera truyền hình
85258290,- - - Loại khác
852583,"- - Loại khác, loại nhìn ban đêm nêu tại Chú giải Phân nhóm 3 của Chương này: "
85258310,- - - Camera ghi hình ảnh
85258320,- - - Camera truyền hình
85258390,- - - Loại khác
852589,- - Loại khác:
85258910,- - - Camera ghi hình ảnh
85258920,- - - Camera truyền hình
85258930,- - - Webcam
85258990,- - - Loại khác
8526,"Ra đa, các thiết bị dẫn đường bằng sóng vô tuyến và các thiết bị điều khiển từ xa bằng vô tuyến"
852610,- Ra đa:
85261010,"- - Ra đa, loại dùng trên mặt đất, hoặc trang bị trên máy bay dân dụng, hoặc chỉ dùng cho tàu thuyền đi biển"
85261090,- - Loại khác
#3817,- Loại khác:
852691,- - Thiết bị dẫn đường bằng sóng vô tuyến:
85269110,"- - - Thiết bị dẫn đường bằng sóng vô tuyến, loại dùng trên máy bay dân dụng, hoặc chỉ dùng cho tàu thuyền đi biển"
85269190,- - - Loại khác
85269200,- - Thiết bị điều khiển từ xa bằng sóng vô tuyến
8527,"Thiết bị thu dùng cho phát thanh sóng vô tuyến, có hoặc không kết hợp với thiết bị ghi hoặc tái tạo âm thanh hoặc với đồng hồ, trong cùng một khối"
#3818,- Máy thu thanh sóng vô tuyến có thể hoạt động không cần dùng nguồn điện ngoài:
85271200,- - Radio cát sét loại bỏ túi
852713,- - Thiết bị khác kết hợp với thiết bị ghi hoặc tái tạo âm thanh:
85271310,- - - Loại xách tay
85271390,- - - Loại khác
852719,- - Loại khác:
85271920,- - - Loại xách tay
85271990,- - - Loại khác
#3819,"- Máy thu thanh sóng vô tuyến không thể hoạt động khi không có nguồn điện ngoài, loại dùng cho xe có động cơ:"
852721,- - Kết hợp với thiết bị ghi hoặc tái tạo âm thanh:
85272110,- - - Có khả năng nhận và giải mã tín hiệu hệ thống dữ liệu vô tuyến kỹ thuật số 
85272190,- - - Loại khác
85272900,- - Loại khác
#3820,- Loại khác:
852791,- - Kết hợp với thiết bị ghi hoặc tái tạo âm thanh:
85279110,- - - Loại xách tay
85279190,- - - Loại khác
852792,- - Không kết hợp với thiết bị ghi hoặc tái tạo âm thanh nhưng gắn với đồng hồ:
85279220,- - - Hoạt động bằng nguồn điện lưới
85279290,- - - Loại khác
852799,- - Loại khác:
85279920,- - - Hoạt động bằng nguồn điện lưới
85279990,- - - Loại khác
8528,"Màn hình và máy chiếu, không gắn với thiết bị thu dùng trong truyền hình; thiết bị thu dùng trong truyền hình, có hoặc không gắn với máy thu thanh sóng vô tuyến hoặc thiết bị ghi hoặc tái tạo âm thanh hoặc hình ảnh"
#3821,- Màn hình sử dụng ống đèn hình tia ca-tốt:
85284200,- - Có khả năng kết nối trực tiếp và được thiết kế để dùng cho máy xử lý dữ liệu tự động thuộc nhóm 84.71
852849,- - Loại khác:
85284910,- - - Loại màu
85284920,- - - Loại đơn sắc 
#3822,- Màn hình khác:
85285200,- - Có khả năng kết nối trực tiếp và được thiết kế để dùng cho máy xử lý dữ liệu tự động thuộc nhóm 84.71
852859,- - Loại khác:
85285910,- - - Loại màu
85285920,- - - Loại đơn sắc 
#3823,- Máy chiếu:
85286200,- - Có khả năng kết nối trực tiếp và được thiết kế để dùng cho máy xử lý dữ liệu tự động thuộc nhóm 84.71
852869,- - Loại khác:
85286910,- - - Công suất chiếu lên màn ảnh có đường chéo từ 300 inch trở lên
85286990,- - - Loại khác
#3824,"- Thiết bị thu dùng trong truyền hình, có hoặc không gắn với thiết bị thu thanh sóng vô tuyến hoặc thiết bị ghi hoặc tái tạo âm thanh hoặc hình ảnh:"
852871,- - Không thiết kế để gắn với thiết bị hiển thị video hoặc màn ảnh:
#3825,- - - Set top boxes có chức năng tương tác thông tin:
85287111,- - - - Hoạt động bằng nguồn điện lưới
85287119,- - - - Loại khác
#3826,- - - Loại khác:
85287191,- - - - Hoạt động bằng nguồn điện lưới
85287199,- - - - Loại khác
852872,"- - Loại khác, màu:"
85287210,- - - Hoạt động bằng pin
#3827,- - - Loại khác:
85287291,- - - - Loại sử dụng ống đèn hình tia ca-tốt 
85287292,"- - - - Loại màn hình tinh thể lỏng (LCD), đi-ốt phát quang (LED) và màn hình dẹt khác"
85287299,- - - - Loại khác
85287300,"- - Loại khác, đơn sắc"
8529,Bộ phận chỉ dùng hoặc chủ yếu dùng với các thiết bị thuộc các nhóm từ 85.24 đến 85.28
852910,- Ăng-ten và bộ phản xạ của ăng ten; các bộ phận sử dụng kèm:
#3828,- - Chảo phản xạ của ăng ten parabol sử dụng cho hệ phát trực tiếp đa phương tiện và các bộ phận của chúng:
85291021,- - - Dùng cho máy thu truyền hình
85291029,- - - Loại khác
85291030,"- - Ăng ten vệ tinh, ăng ten lưỡng cực và các loại ăng ten roi (rabbit antennae) sử dụng cho máy thu hình hoặc máy thu thanh"
85291040,- - Bộ lọc và tách tín hiệu ăng ten
85291060,- - Loa hoặc phễu tiếp sóng (ống dẫn sóng)
#3829,- - Loại khác:
85291093,- - - Loại dùng với thiết bị truyền dẫn để phát sóng vô tuyến
85291094,- - - Loại dùng với thiết bị truyền dẫn truyền hình 
85291099,- - - Loại khác
852990,- Loại khác:
85299020,- - Dùng cho bộ giải mã
85299040,- - Dùng cho máy camera số hoặc camera ghi hình ảnh
#3830,"- - Tấm mạch in khác, đã lắp ráp:"
85299051,- - - Dùng cho hàng hóa thuộc phân nhóm 8525.50 hoặc 8525.60
85299052,"- - - Dùng cho hàng hóa thuộc phân nhóm 8527.13, 8527.19, 8527.21, 8527.29, 8527.91 hoặc 8527.99"
#3831,- - - Dùng cho hàng hóa thuộc nhóm 85.28:
85299053,- - - - Dùng cho màn hình dẹt
85299054,"- - - - Loại khác, dùng cho máy thu truyền hình"
85299055,- - - - Loại khác
85299059,- - - Loại khác
#3832,- - Loại khác:
85299091,- - - Dùng cho máy thu truyền hình
85299094,"- - - Loại khác, dùng cho màn hình dẹt"
85299099,- - - Loại khác
8530,"Thiết bị điện phát tín hiệu thông tin, bảo đảm an toàn hoặc điều khiển giao thông, dùng cho đường sắt, đường tàu điện, đường bộ, đường thủy nội địa, điểm dừng đỗ, cảng hoặc sân bay (trừ loại thuộc nhóm 86.08)"
85301000,- Thiết bị dùng cho đường sắt hoặc đường tàu điện
85308000,- Thiết bị khác
85309000,- Bộ phận
8531,"Thiết bị báo hiệu bằng âm thanh hoặc hình ảnh (ví dụ, chuông, còi báo, bảng chỉ báo, báo động chống trộm hoặc báo cháy), trừ các thiết bị thuộc nhóm 85.12 hoặc 85.30"
853110,- Báo động chống trộm hoặc báo cháy và các thiết bị tương tự:
85311010,- - Báo trộm
85311020,- - Báo cháy
85311030,- - Báo khói; chuông báo động cá nhân bỏ túi (còi rú)
85311090,- - Loại khác
85312000,- Bảng chỉ báo có gắn màn hình tinh thể lỏng (LCD) hoặc đi-ốt phát quang (LED)
853180,- Thiết bị khác:
#3833,- - Chuông điện tử và các thiết bị báo hiệu bằng âm thanh khác: 
85318011,- - - Chuông cửa và các thiết bị báo hiệu bằng âm thanh khác dùng cho cửa 
85318019,- - - Loại khác
#3834,"- - Màn hình dẹt (kể cả loại công nghệ quang điện tử, plasma và công nghệ khác):"
85318021,- - - Màn hình sử dụng huỳnh quang chân không
85318029,- - - Loại khác
85318090,- - Loại khác
853190,- Bộ phận:
85319010,"- - Bộ phận kể cả mạch in đã lắp ráp của phân nhóm 8531.20, 8531.80.21 hoặc 8531.80.29 "
85319020,- - Của chuông cửa hoặc các thiết bị báo hiệu bằng âm thanh khác dùng cho cửa 
85319030,- - Của chuông hoặc các thiết bị báo hiệu bằng âm thanh khác
85319090,- - Loại khác
8532,"Tụ điện, loại có điện dung cố định, biến đổi hoặc điều chỉnh được (theo mức định trước)"
85321000,"- Tụ điện cố định được thiết kế dùng trong mạch có tần số 50/60 Hz và có giới hạn công suất phản kháng cho phép không dưới 0,5 kvar (tụ nguồn)"
#3835,- Tụ điện cố định khác:
85322100,- - Tụ tantan (tantalum)
85322200,- - Tụ nhôm
85322300,"- - Tụ gốm, một lớp"
85322400,"- - Tụ gốm, nhiều lớp"
85322500,- - Tụ giấy hoặc plastic
85322900,- - Loại khác
85323000,- Tụ điện biến đổi hoặc tụ điện điều chỉnh được (theo mức định trước)
85329000,- Bộ phận
8533,"Điện trở (kể cả biến trở và chiết áp), trừ điện trở nung nóng"
853310,"- Điện trở than cố định, dạng kết hợp hoặc dạng màng:"
85331010,- - Điện trở dán
85331090,- - Loại khác
#3836,- Điện trở cố định khác:
85332100,- - Có công suất danh định không quá 20 W
85332900,- - Loại khác
#3837,"- Điện trở biến đổi kiểu dây quấn, kể cả biến trở và chiết áp:"
85333100,- - Có công suất danh định không quá 20 W
85333900,- - Loại khác
85334000,"- Điện trở biến đổi khác, kể cả biến trở và chiết áp "
85339000,- Bộ phận 
8534,Mạch in
85340010,- Một mặt
85340020,- Hai mặt
85340030,- Nhiều lớp
85340090,- Loại khác
8535,"Thiết bị điện để đóng ngắt mạch hoặc bảo vệ mạch điện, hoặc dùng để đấu nối hoặc lắp trong mạch điện (ví dụ, cầu dao, công tắc, cầu chì, bộ chống sét, bộ khống chế điện áp, bộ triệt xung điện, phích cắm và đầu nối khác, hộp đấu nối), dùng cho điện áp trên 1.000 V"
85351000,- Cầu chì
#3838,- Bộ ngắt mạch tự động:
853521,"- - Có điện áp dưới 72,5 kV:"
85352110,- - - Loại hộp đúc
85352120,- - - Bộ ngắt mạch chống dòng rò tiếp (chạm) đất ELCB
85352190,- - - Loại khác
853529,- - Loại khác:
85352910,- - - Bộ ngắt mạch chống dòng rò tiếp (chạm) đất ELCB
85352990,- - - Loại khác
853530,- Cầu dao cách ly và thiết bị đóng - ngắt điện:
#3839,- - Dùng cho điện áp trên 1 kV nhưng không quá 40 kV:
85353011,- - - Thiết bị ngắt có điện áp dưới 36 kV
85353019,- - - Loại khác
85353020,- - Dùng cho điện áp từ 66 kV trở lên
85353090,- - Loại khác
85354000,"- Bộ chống sét, bộ khống chế điện áp và bộ triệt xung điện"
853590,- Loại khác:
85359010,- - Đầu nối đã lắp ráp và bộ chuyển đổi theo nấc dùng cho máy biến áp phân phối hoặc biến áp nguồn (SEN)
85359020,- - Công tắc đảo chiều (change-over switches) loại dùng khởi động động cơ điện
85359090,- - Loại khác
8536,"Thiết bị điện để đóng ngắt mạch hoặc bảo vệ mạch điện, hoặc dùng để đấu nối hoặc lắp trong mạch điện (ví dụ, cầu dao, rơ le, công tắc, chi tiết đóng ngắt mạch, cầu chì, bộ triệt xung điện, phích cắm, ổ cắm, đui đèn và các đầu nối khác, hộp đấu nối), dùng cho điện áp không quá 1.000V; đầu nối dùng cho sợi quang, bó sợi quang hoặc cáp quang"
853610,- Cầu chì:
#3840,- - Cầu chì nhiệt; cầu chì thủy tinh:
85361011,- - - Thích hợp dùng cho quạt điện
85361012,"- - - Loại khác, dòng điện dưới 16 A"
85361013,"- - - Khối cầu chì, loại sử dụng cho xe có động cơ (SEN)"
85361019,- - - Loại khác
#3841,- - Loại khác:
85361091,- - - Thích hợp dùng cho quạt điện
85361092,"- - - Loại khác, dòng điện dưới 16 A"
85361093,"- - - Khối cầu chì, loại sử dụng cho xe có động cơ (SEN)"
85361099,- - - Loại khác
853620,- Bộ ngắt mạch tự động:
#3842,- - Loại hộp đúc:
85362011,- - - Dòng điện dưới 16 A
85362012,- - - Dòng điện từ 16 A trở lên nhưng không quá 32 A
85362013,- - - Dòng điện trên 32 A nhưng không quá 1.000 A
85362019,- - - Loại khác
85362020,- - Để lắp ghép với thiết bị nhiệt điện gia dụng thuộc nhóm 85.16
#3843,- - Loại khác:
85362091,- - - Dòng điện dưới 16 A
85362099,- - - Loại khác
853630,- Thiết bị bảo vệ mạch điện khác:
