hscode,mo_ta
85015231,"- - - - Loại dùng cho hàng hóa thuộc nhóm 84.15, 84.18 hoặc 84.50"
85015232,- - - - Loại dùng cho xe của Chương 87
85015239,- - - - Loại khác
850153,- - Công suất trên 75 kW:
85015310,- - - Loại dùng cho xe của Chương 87
85015390,- - - Loại khác
,"- Máy phát điện xoay chiều (máy dao điện), trừ máy phát quang điện:"
850161,- - Công suất không quá 75 kVA:
85016110,"- - - Công suất không quá 12,5 kVA"
85016120,"- - - Công suất trên 12,5 kVA"
850162,- - Công suất trên 75 kVA nhưng không quá 375 kVA:
85016210,- - - Công suất trên 75 kVA nhưng không quá 150 kVA
85016220,- - - Công suất trên 150 kVA nhưng không quá 375 kVA
85016300,- - Công suất trên 375 kVA nhưng không quá 750 kVA
85016400,- - Công suất trên 750 kVA
,- Máy phát quang điện một chiều:
85017100,- - Công suất không quá 50 W
850172,- - Công suất trên 50 W:
85017210,- - - Công suất không quá 750 W
85017220,"- - - Công suất trên 750 W nhưng không quá 37,5 kW"
85017230,"- - - Công suất trên 37,5 kW nhưng không quá 75 kW"
85017240,- - - Công suất trên 75 kW
850180,- Máy phát quang điện xoay chiều:
85018010,- - Công suất không quá 75 kVA
85018020,- - Công suất trên 75 kVA nhưng không quá 375 kVA
85018030,- - Công suất trên 375 kVA nhưng không quá 750 kVA
85018040,- - Công suất trên 750 kVA
8502,Tổ máy phát điện và máy biến đổi điện quay
,- Tổ máy phát điện với động cơ đốt trong kiểu piston cháy do nén (động cơ diesel hoặc bán diesel):
85021100,- - Công suất không quá 75 kVA
850212,- - Công suất trên 75 kVA nhưng không quá 375 kVA:
85021210,- - - Công suất trên 75 kVA nhưng không quá 125 kVA
85021220,- - - Công suất trên 125 kVA nhưng không quá 375 kVA
850213,- - Công suất trên 375 kVA:
85021320,- - - Công suất từ 12.500 kVA trở lên
85021390,- - - Loại khác
850220,- Tổ máy phát điện với động cơ đốt trong kiểu piston đốt cháy bằng tia lửa điện:
85022010,- - Công suất không quá 75 kVA
85022020,- - Công suất trên 75 kVA nhưng không quá 100 kVA
85022030,- - Công suất trên 100 kVA nhưng không quá 10.000 kVA
,- - Công suất trên 10.000 kVA:
85022042,- - - Công suất từ 12.500 kVA trở lên
85022049,- - - Loại khác
,- Tổ máy phát điện khác:
850231,- - Chạy bằng sức gió:
85023110,- - - Công suất không quá 10.000 kVA
85023120,- - - Công suất trên 10.000 kVA
850239,- - Loại khác:
85023910,- - - Công suất không quá 10 kVA
85023920,- - - Công suất trên 10 kVA nhưng không quá 10.000 kVA
,- - - Công suất trên 10.000 kVA:
85023932,- - - - Công suất từ 12.500 kVA trở lên
85023939,- - - - Loại khác
85024000,- Máy biến đổi điện quay
8503,Các bộ phận chỉ dùng hoặc chủ yếu dùng cho các loại máy thuộc nhóm 85.01 hoặc 85.02
85030020,"- Bộ phận của máy phát điện (kể cả tổ máy phát điện) thuộc nhóm 85.01 hoặc 85.02, công suất từ 12.500 kVA trở lên"
85030090,"- Loại khác, .#&Rotor bằng thép của motor trục chính máy CNC ,kích thước phi 75x25mm dài 350mm, hàng mới 100%."
8504,"Máy biến điện (máy biến áp và máy biến dòng), máy biến đổi điện tĩnh (ví dụ, bộ chỉnh lưu) và cuộn cảm"
85041000,- Chấn lưu dùng cho đèn phóng hoặc ống phóng
,- Máy biến điện sử dụng điện môi lỏng:
850421,- - Có công suất danh định không quá 650 kVA:
,- - - Máy ổn áp từng nấc (biến áp tự ngẫu); máy biến đổi đo lường (1) có công suất danh định không quá 5 kVA:
85042111,- - - - Máy biến đổi đo lường (1) loại công suất danh định không quá 1 kVA và đầu điện áp cao từ 110 kV trở lên (SEN)
85042119,- - - - Loại khác (SEN)
,- - - Loại khác:
85042192,- - - - Có công suất danh định trên 10 kVA và đầu điện áp cao từ 110 kV trở lên (SEN)
85042193,"- - - - Có công suất danh định trên 10 kVA và đầu điện áp cao từ 66 kV trở lên, nhưng dưới 110 kV (SEN)"
85042199,- - - - Loại khác
850422,- - Có công suất danh định trên 650 kVA nhưng không quá 10.000 kVA:
,- - - Máy ổn áp từng nấc (biến áp tự ngẫu):
85042211,- - - - Đầu điện áp cao từ 66 kV trở lên (SEN)
85042219,- - - - Loại khác (SEN)
,- - - Loại khác:
85042292,- - - - Đầu điện áp cao từ 110 kV trở lên (SEN)
85042293,"- - - - Đầu điện áp cao từ 66 kV trở lên, nhưng dưới 110 kV (SEN)"
85042299,- - - - Loại khác
850423,- - Có công suất danh định trên 10.000 kVA:
85042310,- - - Có công suất danh định không quá 15.000 kVA
,- - - Có công suất danh định trên 15.000 kVA:
85042321,- - - - Không quá 20.000 kVA
85042322,- - - - Trên 20.000 kVA nhưng không quá 30.000 kVA
85042329,- - - - Loại khác
,- Máy biến điện khác:
850431,- - Có công suất danh định không quá 1 kVA:
,- - - Máy biến áp đo lường:
85043111,- - - - Điện áp từ 110 kV trở lên
85043112,"- - - - Điện áp từ 66 kV trở lên, nhưng dưới 110 kV"
85043113,"- - - - Điện áp từ 1 kV trở lên, nhưng dưới 66 kV"
85043119,- - - - Loại khác
,- - - Máy biến dòng đo lường:
,- - - - Dùng cho đường dây có điện áp từ 110 kV trở lên:
85043121,- - - - - Máy biến dòng dạng vòng dùng cho đường dây có điện áp không quá 220 kV (SEN)
85043122,- - - - - Loại khác
85043123,"- - - - Điện áp từ 66 kV trở lên, nhưng dưới 110 kV"
85043124,"- - - - Điện áp từ 1 kV trở lên, nhưng dưới 66 kV"
85043129,- - - - Loại khác
85043130,- - - Máy biến áp quét về (biến áp tần số quét ngược) (SEN)
85043140,- - - Máy biến điện trung tần
,- - - Loại khác:
85043191,"- - - - Sử dụng cho đồ chơi, mô hình thu nhỏ hoặc các mô hình giải trí tương tự "
85043192,- - - - Biến áp thích ứng khác (SEN)
85043193,- - - - Máy biến áp tăng/giảm từng nấc (Step up/down transformers); máy điều chỉnh điện áp trượt (slide regulators) (SEN)
85043199,- - - - Loại khác
850432,- - Công suất danh định trên 1 kVA nhưng không quá 16 kVA:
,- - - Máy biến đổi đo lường(1) (biến áp và biến dòng) loại công suất danh định không quá 5 kVA:
85043211,- - - - Biến áp thích ứng (SEN)
85043219,- - - - Loại khác
85043220,"- - - Loại khác, sử dụng cho đồ chơi, mô hình thu nhỏ hoặc các mô hình giải trí tương tự"
85043230,"- - - Loại khác, tần số tối thiểu 3 MHz"
,"- - - Loại khác, có công suất danh định không quá 10 kVA:"
85043241,- - - - Biến áp thích ứng (SEN)
85043249,- - - - Loại khác
,"- - - Loại khác, có công suất danh định trên 10 kVA:"
85043251,- - - - Biến áp thích ứng (SEN)
85043259,- - - - Loại khác
850433,- - Có công suất danh định trên 16 kVA nhưng không quá 500 kVA:
,- - - Có đầu điện áp cao từ 66 kV trở lên:
85043311,- - - - Biến áp thích ứng (SEN)
85043319,- - - - Loại khác (SEN)
,- - - Loại khác:
85043391,- - - - Biến áp thích ứng (SEN)
85043399,"- - - - Loại khác, .#&Biến áp 3P khô 100kVA, điện áp vào 380V, điện áp ra 220V tự ngẫu. Ko dùng điện môi lỏng. NNSX: LiOA - Việt Nam. Hàng mới 100% || .#&Biến áp 3P khô 50kVA, điện áp vào 380V, điện áp ra 220V tự ngẫu. Ko dùng điện môi lỏng. NNSX: LiOA - Việt Nam. Hàng mới 100%"
850434,- - Có công suất danh định trên 500 kVA:
,- - - Có công suất danh định không quá 15.000 kVA:
,- - - - Có công suất danh định trên 10.000 kVA và đầu điện áp cao từ 66 kV trở lên:
85043411,- - - - - Biến áp thích ứng (SEN)
85043412,- - - - - Máy biến áp loại khô phòng nổ (SEN)
85043413,- - - - - Loại khác (SEN)
,- - - - Loại khác:
85043414,- - - - - Biến áp thích ứng (SEN)
85043415,- - - - - Máy biến áp loại khô phòng nổ 
85043419,"- - - - - Loại khác, .#&Biến áp 3P khô 560kVA, điện áp vào 380V, điện áp ra 220V tự ngẫu. Ko dùng điện môi lỏng. NNSX: LiOA - Việt Nam. Hàng mới 100%"
,- - - Có công suất danh định trên 15.000 kVA:
,- - - - Có đầu điện áp cao từ 66 kV trở lên:
85043422,- - - - - Biến áp thích ứng (SEN)
85043423,- - - - - Máy biến áp loại khô phòng nổ (SEN)
85043424,- - - - - Loại khác (SEN)
,- - - - Loại khác:
85043425,- - - - - Biến áp thích ứng (SEN)
85043426,- - - - - Máy biến áp loại khô phòng nổ
85043429,- - - - - Loại khác
850440,- Máy biến đổi tĩnh điện:
,"- - Dùng cho các máy xử lý dữ liệu tự động và các khối chức năng của chúng, và thiết bị viễn thông:"
85044011,- - - Bộ nguồn cấp điện liên tục (UPS) (SEN)
85044019,- - - Loại khác
85044020,"- - Máy nạp ắc qui, pin có công suất danh định trên 100 kVA"
85044030,- - Bộ chỉnh lưu khác
85044040,- - Bộ nghịch lưu
85044090,"- - Loại khác, Sạc điện của thiết bị kiểm tra đèn led, 12V./MODEL:12V/,(Hàng mới 100%)-CCDC || NPL187#&Bộ chuyển đổi nguồn dùng cho đèn Led , LED/SMPS PF100W(16S), (AC 100~265V 50/60HZ,DC42~53V 2000mA) || NPL187#&Bộ chuyển đổi nguồn dùng cho đèn Led, KLC48160CC(SEGA-160W)_10% DIMM, KSPLC48A60030R4 || NPL187#&Bộ chuyển đổi nguồn dùng cho đèn Led, KLC48200CIE(AAL 200W)_CABLE, KSPLC48B00150R5 || NPL187#&Bộ chuyển đổi nguồn dùng cho đèn Led, KLC48200CI CONVERTER_CABLE_10%DIM, KSPLC48B00040R4 || NPL187#&Bộ chuyển đổi nguồn dùng cho đèn Led, SMPS KLC48130CC(SEGA-130W), [KSPLC48A30050R3] (tái xuất từ mục 1 tờ khai 103706054210/E31 ngày 08/12/2020)#&VN || NPL187#&Bộ chuyển đổi nguồn dùng cho đèn Led , (R3) KLH48200CA, AAL-HV CONVERTER , 10%DIM, KSPLC48B00080R3 (tái xuất từ mục 43 tờ khai 104086155130/E31 ngày 14/06/2021)#&VN || NPL187#&Bộ chuyển đổi nguồn dùng cho đèn Led, KLC48160CC(SEGA-160W)_10% DIMM, KSPLC48A60030R4 (tái xuất từ mục 1 tờ khai 105303711330/E31 ngày 02/03/2023)#&VN || NPL187#&Bộ chuyển đổi nguồn dùng cho đèn Led  KLC48160CCP(SEGA-160W), 46V(3.2)A, 100~240VAC, PSE, KSPLC48A60210R0 (tái xuất từ mục 10 tờ khai 103444879640/E31 ngày 29/07/2020)#&VN || NPL187#&Bộ chuyển đổi nguồn dùng cho đèn Led , KLC48200CC_CONVERTER_10% DIMM, KSPLC48B00010R3 (tái xuất từ mục 27 tờ khai 104557596140/E31 ngày 01/03/2022)#&VN || NPL187#&Bộ chuyển đổi nguồn dùng cho đèn Led , KLM48600CDU CONVERTER_10%DIMM_CABLE, KSPKRC600D48009R4 (tái xuất từ mục 22 tờ khai 104639850560/E31 ngày 12/04/2022)#&VN || NPL187#&Bộ chuyển đổi nguồn dùng cho đèn Led, DRIVER (EUM-200S560DG-NP04) ,200W INVENTRONICS Converter, EUM-200S560DG, 90~305VAC, 18~57Vdc, MAX 4.2A,[XM25EUM20DP0] (TX từ mục 1 Tk 104939067550/E31#&CN || .#&Nguồn máy tính Huntkey HK350, hàng mới 100% || .#&Nguồn máy tính Huntkey CP350H, hàng mới 100% || .#&Bộ nguồn dùng cho máy tính label 500W, điện áp 220V, nhãn hiệu: POWER START 500W, hàng mới 100% || .#&Nguồn máy tính Huntkey GS600. Hàng mới 100% || .#&Nguồn máy tính Huntkey HK350. Hàng mới 100% || .#&Bộ nguồn xung ổn áp SPB-120-24, điện áp 24V, công suất 120W || .#&Bộ nguồn S-50-24, công suất 50W, điện áp 24V || .#&Biến tần LSLV0015G100-4EONN, công suất 1.5kW, điện áp 400V || .#&Bộ nguồn RSP-320-24, công suất 320W, điện áp 24V || .#&Bộ đổi nguồn điều khiển 220V sang 5V dùng cho máy phay gia công CNC, VPS MODULE, VISION 640i POWER, 5020-016210 || .#&Bộ nguồn dùng cho máy tính label 500W, điện áp 220V, nhãn hiệu: POWER START 500W, hàng mới 100%, hàng mới 100% || .#&Nguồn máy tính Xigmatek X-power II 450 (400W,230V), hàng mới 100% || .#&Nguồn máy tính Xigmatek X-power II 650 (600W,230V), hàng mới 100%"
850450,- Cuộn cảm khác:
85045010,"- - Cuộn cảm dùng cho bộ nguồn cấp điện của các thiết bị xử lý dữ liệu tự động và các khối chức năng của chúng, và thiết bị viễn thông"
85045020,"- - Cuộn cảm cố định kiểu con chip (SEN), Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:LQP03TN47NJ02#/,(Hàng mới 100%) || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:LQP03TN33NJ02#/,(Hàng mới 100%) || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:LQP03TN1N2B02#/,(Hàng mới 100%) || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:LQP03TN22NJ02#/,(Hàng mới 100%) || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:LQP03TN3N9B02#/,(Hàng mới 100%) || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:LQP03TN1N0B02#/,(Hàng mới 100%) || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:LQP03TN12NJ02#/,(Hàng mới 100%) || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:LQP03TN68NJ02#/,(Hàng mới 100%) || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:LQP03TN15NJ02D/,(Hàng mới 100%) || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:LQP03TN82NJ02D/,(Hàng mới 100%) || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:LQP03TNR12J02#/,(Hàng mới 100%) || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:MLJ1005HXG56NJT###/,(Hàng mới 100%) || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:LQP03TN15NJ02#/,Hàng mới 100% || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:LQP03TN12NJ02#/,Hàng mới 100% || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:LQP03TN3N3B02#/,Hàng mới 100% || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:LQP03TN27NJ02#/,Hàng mới 100% || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL:LQP03TG6N8J02#/,Hàng mới 100% || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/Model: VIN0081-1320010/(LQP03TN56NJ02D),Hàng mới 100% || Cuộn cảm cố định kiểu chíp (dùng cho điện thoại di động)/MODEL : VIN0081-1320010/(LQP03TN56NJ02D). Hàng mới 100%. || NPL 05#&Cuộn cảm cố định kiểu chíp  /VIN0037-1320010/(LQP03TN1N0B02D) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0041-1320010/(LQP03TN2N2B02D) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0042-1320010/(LQP03TN15NJ02D) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0061-1320010/(LQP03TN1N2B02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0062-1320010/(LQP03TN1N8B02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0075-1320010/(MLG0603S82NJ####) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0081-1320010/(LQP03TN56NJ02D) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0095-1320010/(LQP03TN68NJ02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0098-1320010/(LQP03TN0N6B02D) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0100-1320010/(LQP03TN3N3B02D) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0103-1320010/(LQP03TG8N2J02D) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0104-1320010/(LQP03TN12NJ02D) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0125-1320010/(LQP03TN3N9B02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0126-1320010/(LQP03TG6N8J02D) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0132-1320010/(LQP03TN10NH02D) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0140-1320010/(LQP03HQ10NH02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0148-1320010/ || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0149-1320010/(MLG0603SR10JT) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0154-1320010/(MLG0603S68NJT) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0157-1320010/(LQP03HQ15NJ02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0167-1320010/(LQP03TN4N7H02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0173-1320010/(LQP03TN33NJ02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0182-1320010/(LQP03HQ2N7B02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0199-1320010/(LQP03HQ56NH02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0212-1320010/ || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0225-1320010/ || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0064-1000205/(LMF1005##-101J-#) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0152-1320010/(LQP03HQ3N9B02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0156-1320010/(LQP03HQ4N7J02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0193-1320010/(CLH0603T-12NJ-F) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0197-1320010/ || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0198-1320010/(LMF1005TP-560J-N) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0143-1320010/(LQP03TN39NJ02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0038-1320010/(LQG15HS4N7S02D) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0116-1320010/(LQP03TN5N6J02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0128-1320010/(LQP03TN22NJ02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0190-1320010/(LQW15AN3N9B00D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0226-1320010/ || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0196-1320010/(LQG15HS82NJ02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0048-1320010/(LQP03TN47NJ02D) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0059-1320010/(LQP03TNR12J02D) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0060-1320010/(LQP03TN1N5B02D) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0067-1320010/(LQP03TN82NJ02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0133-1320010/(LQP03TN8N2H02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0169-1320010/(LQP03HQ6N8J02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0178-1320010/(LQP03HQ3N3B02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0179-1320010/(LQP03HQ12NH02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0184-1320010/(LQP03HQ22NJ02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0102-1320010/(LQP03TN2N7B02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0161-1320010/(MLG1005SR12JT) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0222-1320010/ || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0153-1320010/(CLH0603T-56NJ-F) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0209-1320010/(LQW15AN8N2G00#) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0145-1320010/(LQW15CAR10J00DS0) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0188-1320010/ || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0172-1320010/(LMF0604TP-101J-N(100) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0112-1320010/(LQP03TG18NJ02D) || NPL 05#&Cuộn cảm cố định kiểu chíp/VIN0194-1320010/(CHQ0603T-1N5B-SAM) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0066-1320010/(CIH03T12NJNC) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0136-1320010/(LQP03TN10NJ02D) || NPL 05#&Cuộn cảm cố định kiểu chíp /VIN0058-1320010/(LQP03TNR10J02D)"
